gene_tissue_id,gene_id,label,value,unit,sample,platform
6742,67,Esophagus," 46.7",TPM,"  3",HPA
6743,67,Stomach," 30.3",TPM,"  4",HPA
6744,67,Duodenum," 29.3",TPM,"  2",HPA
6745,67,"Small intestine"," 31.4",TPM,"  4",HPA
6746,67,Colon," 29.3",TPM," 13",HPA
6747,67,Rectum," 33.3",TPM,"  4",HPA
6748,67,Kidney," 35.3",TPM,"  9",HPA
6749,67,"Urinary bladder"," 34.6",TPM,"  2",HPA
6750,67,Testis," 33.4",TPM," 10",HPA
6751,67,Prostate," 49.3",TPM,"  9",HPA
6752,67,Epididymis," 51.2",TPM,"  1",HPA
6753,67,"Seminal vesicle"," 40.1",TPM,"  3",HPA
6754,67,"Fallopian tube"," 33.9",TPM,"  5",HPA
6755,67,Breast," 41.3",TPM,"  4",HPA
6756,67,"Cervix, uterine"," 46.4",TPM,"  2",HPA
6757,67,Endometrium," 37.7",TPM,"  5",HPA
6758,67,Ovary," 24.6",TPM,"  3",HPA
6759,67,Placenta," 69.8",TPM,"  8",HPA
6760,67,"Adipose tissue"," 40.2",TPM,"  5",HPA
6761,67,Skin," 42.4",TPM,"  3",HPA
6762,67,"Pituitary gland"," 13.7",RPKM,103,GTEx
6763,67,Hypothalamus," 22.0",RPKM," 96",GTEx
6764,67,"Cerebral cortex"," 19.1",RPKM,222,GTEx
6765,67,Hippocampus," 18.8",RPKM," 94",GTEx
6766,67,Caudate," 17.4",RPKM,117,GTEx
6767,67,Cerebellum," 14.8",RPKM,230,GTEx
6768,67,"Thyroid gland"," 17.0",RPKM,323,GTEx
6769,67,"Adrenal gland"," 12.2",RPKM,145,GTEx
6770,67,Spleen," 12.2",RPKM,104,GTEx
6771,67,"Heart muscle","  9.9",RPKM,412,GTEx
6772,67,"Skeletal muscle","  8.9",RPKM,430,GTEx
6773,67,Lung," 18.2",RPKM,320,GTEx
6774,67,Liver,"  9.4",RPKM,119,GTEx
6775,67,Pancreas,"  7.2",RPKM,171,GTEx
6776,67,"Salivary gland"," 16.6",RPKM," 57",GTEx
6777,67,Esophagus," 20.3",RPKM,286,GTEx
6778,67,Stomach," 13.4",RPKM,193,GTEx
6779,67,"Small intestine"," 12.3",RPKM," 88",GTEx
6780,67,Colon," 13.7",RPKM,345,GTEx
6781,67,Kidney," 11.4",RPKM," 32",GTEx
6782,67,"Urinary bladder"," 15.7",RPKM," 11",GTEx
6783,67,Testis," 11.8",RPKM,172,GTEx
6784,67,Prostate," 15.4",RPKM,106,GTEx
6785,67,"Fallopian tube"," 13.6",RPKM,"  6",GTEx
6786,67,Breast," 16.1",RPKM,214,GTEx
6787,67,Vagina," 19.1",RPKM," 96",GTEx
6788,67,"Cervix, uterine"," 16.2",RPKM," 11",GTEx
6789,67,Endometrium," 13.6",RPKM," 14",GTEx
6790,67,Ovary," 11.4",RPKM," 97",GTEx
6791,67,"Adipose tissue"," 16.8",RPKM,577,GTEx
6792,67,Skin," 19.3",RPKM,607,GTEx
6793,67,Brain,136.7,"Tags Per Million","  1",FANTOM5
6794,67,"Pituitary gland",167.2,"Tags Per Million","  1",FANTOM5
6795,67,Hippocampus,135.8,"Tags Per Million","  2",FANTOM5
6796,67,Caudate,128.0,"Tags Per Million","  1",FANTOM5
6797,67,Cerebellum,104.8,"Tags Per Million","  2",FANTOM5
6798,67,Retina," 73.4","Tags Per Million","  1",FANTOM5
6799,67,"Thyroid gland"," 77.8","Tags Per Million","  1",FANTOM5
6800,67,Appendix," 75.6","Tags Per Million","  1",FANTOM5
6801,67,"Lymph node"," 44.9","Tags Per Million","  1",FANTOM5
6802,67,Tonsil," 68.7","Tags Per Million","  1",FANTOM5
6803,67,Spleen," 57.0","Tags Per Million","  1",FANTOM5
6804,67,Thymus," 85.0","Tags Per Million","  1",FANTOM5
6805,67,"Heart muscle"," 74.2","Tags Per Million","  2",FANTOM5
6806,67,"Skeletal muscle"," 93.8","Tags Per Million","  2",FANTOM5
6807,67,"Smooth muscle"," 56.6","Tags Per Million","  1",FANTOM5
6808,67,Lung," 68.7","Tags Per Million","  2",FANTOM5
6809,67,Liver," 69.2","Tags Per Million","  1",FANTOM5
6810,67,Gallbladder," 75.5","Tags Per Million","  1",FANTOM5
6811,67,Pancreas," 69.6","Tags Per Million","  1",FANTOM5
6812,67,"Salivary gland"," 69.2","Tags Per Million","  1",FANTOM5
6813,67,Esophagus," 68.5","Tags Per Million","  1",FANTOM5
6814,67,"Small intestine"," 94.7","Tags Per Million","  1",FANTOM5
6815,67,Colon," 71.3","Tags Per Million","  1",FANTOM5
6816,67,Kidney," 70.5","Tags Per Million","  1",FANTOM5
6817,67,"Urinary bladder"," 76.9","Tags Per Million","  1",FANTOM5
6818,67,Testis," 78.5","Tags Per Million","  2",FANTOM5
6819,67,Prostate," 58.3","Tags Per Million","  1",FANTOM5
6820,67,Epididymis," 66.9","Tags Per Million","  1",FANTOM5
6821,67,"Seminal vesicle"," 86.7","Tags Per Million","  1",FANTOM5
6822,67,Breast," 28.4","Tags Per Million","  1",FANTOM5
6823,67,Vagina," 50.4","Tags Per Million","  1",FANTOM5
6824,67,"Cervix, uterine"," 72.8","Tags Per Million","  1",FANTOM5
6825,67,Endometrium," 76.4","Tags Per Million","  1",FANTOM5
6826,67,Ovary," 54.3","Tags Per Million","  1",FANTOM5
6827,67,Placenta,109.0,"Tags Per Million","  1",FANTOM5
6828,67,"Adipose tissue"," 55.2","Tags Per Million","  1",FANTOM5
6829,68,"Cerebral cortex",270.2,TPM,"  3",HPA
6830,68,"Thyroid gland",218.5,TPM,"  5",HPA
6831,68,"Parathyroid gland",171.2,TPM,"  1",HPA
6832,68,"Adrenal gland",179.1,TPM,"  3",HPA
6833,68,Appendix,160.5,TPM,"  3",HPA
6834,68,"Bone marrow"," 78.0",TPM,"  4",HPA
6835,68,"Lymph node",126.7,TPM,"  5",HPA
6836,68,Tonsil,123.5,TPM,"  5",HPA
6837,68,Spleen,171.3,TPM,"  5",HPA
6838,68,"Heart muscle",127.3,TPM,"  4",HPA
6839,68,"Skeletal muscle",148.2,TPM,"  5",HPA
6840,68,"Smooth muscle",180.6,TPM,"  3",HPA
6841,68,Lung,179.5,TPM,"  9",HPA
6842,68,Liver," 93.1",TPM," 10",HPA
6843,68,Gallbladder,171.5,TPM,"  3",HPA
6844,68,Pancreas," 16.9",TPM,"  2",HPA
6845,68,"Salivary gland"," 44.6",TPM,"  3",HPA
6846,68,Esophagus,146.4,TPM,"  3",HPA
6847,68,Stomach,100.3,TPM,"  4",HPA
6848,68,Duodenum,117.5,TPM,"  2",HPA
6849,68,"Small intestine",133.6,TPM,"  4",HPA
6850,68,Colon,143.3,TPM," 13",HPA
6851,68,Rectum,139.4,TPM,"  4",HPA
6852,68,Kidney,153.5,TPM,"  9",HPA
6853,68,"Urinary bladder",126.8,TPM,"  2",HPA
6854,68,Testis,120.1,TPM," 10",HPA
6855,68,Prostate,154.6,TPM,"  9",HPA
6856,68,Epididymis,179.4,TPM,"  1",HPA
6857,68,"Seminal vesicle",138.1,TPM,"  3",HPA
6858,68,"Fallopian tube",176.8,TPM,"  5",HPA
6859,68,Breast,117.2,TPM,"  4",HPA
6860,68,"Cervix, uterine",156.2,TPM,"  2",HPA
6861,68,Endometrium,182.9,TPM,"  5",HPA
6862,68,Ovary,152.7,TPM,"  3",HPA
6863,68,Placenta,213.1,TPM,"  8",HPA
6864,68,"Adipose tissue",185.1,TPM,"  5",HPA
6865,68,Skin,148.4,TPM,"  3",HPA
6866,68,"Pituitary gland"," 78.8",RPKM,103,GTEx
6867,68,Hypothalamus," 90.7",RPKM," 96",GTEx
6868,68,"Cerebral cortex"," 84.2",RPKM,222,GTEx
6869,68,Hippocampus," 80.9",RPKM," 94",GTEx
6870,68,Caudate," 78.3",RPKM,117,GTEx
6871,68,Cerebellum," 70.0",RPKM,230,GTEx
6872,68,"Thyroid gland"," 95.9",RPKM,323,GTEx
6873,68,"Adrenal gland",103.8,RPKM,145,GTEx
6874,68,Spleen," 96.9",RPKM,104,GTEx
6875,68,"Heart muscle"," 70.3",RPKM,412,GTEx
6876,68,"Skeletal muscle"," 97.5",RPKM,430,GTEx
6877,68,Lung,109.8,RPKM,320,GTEx
6878,68,Liver," 48.3",RPKM,119,GTEx
6879,68,Pancreas," 35.4",RPKM,171,GTEx
6880,68,"Salivary gland"," 83.7",RPKM," 57",GTEx
6881,68,Esophagus,105.4,RPKM,286,GTEx
6882,68,Stomach," 68.9",RPKM,193,GTEx
6883,68,"Small intestine"," 78.7",RPKM," 88",GTEx
6884,68,Colon," 83.2",RPKM,345,GTEx
6885,68,Kidney," 75.3",RPKM," 32",GTEx
6886,68,"Urinary bladder"," 88.8",RPKM," 11",GTEx
6887,68,Testis," 58.0",RPKM,172,GTEx
6888,68,Prostate," 77.6",RPKM,106,GTEx
6889,68,"Fallopian tube"," 88.8",RPKM,"  6",GTEx
6890,68,Breast,105.1,RPKM,214,GTEx
6891,68,Vagina,100.2,RPKM," 96",GTEx
6892,68,"Cervix, uterine",105.2,RPKM," 11",GTEx
6893,68,Endometrium,102.1,RPKM," 14",GTEx
6894,68,Ovary," 86.9",RPKM," 97",GTEx
6895,68,"Adipose tissue",110.5,RPKM,577,GTEx
6896,68,Skin,104.3,RPKM,607,GTEx
6897,68,Brain,309.2,"Tags Per Million","  1",FANTOM5
6898,68,"Pituitary gland",551.9,"Tags Per Million","  1",FANTOM5
6899,68,Hippocampus,379.4,"Tags Per Million","  2",FANTOM5
6900,68,Caudate,337.1,"Tags Per Million","  1",FANTOM5
6901,68,Cerebellum,278.7,"Tags Per Million","  2",FANTOM5
6902,68,Retina,404.0,"Tags Per Million","  1",FANTOM5
6903,68,"Thyroid gland",293.1,"Tags Per Million","  1",FANTOM5
6904,68,Appendix,216.5,"Tags Per Million","  1",FANTOM5
6905,68,"Lymph node",174.6,"Tags Per Million","  1",FANTOM5
6906,68,Tonsil,294.4,"Tags Per Million","  1",FANTOM5
6907,68,Spleen,261.5,"Tags Per Million","  1",FANTOM5
6908,68,Thymus,211.6,"Tags Per Million","  1",FANTOM5
6909,68,"Heart muscle",204.3,"Tags Per Million","  2",FANTOM5
6910,68,"Skeletal muscle",291.2,"Tags Per Million","  2",FANTOM5
6911,68,"Smooth muscle",174.1,"Tags Per Million","  1",FANTOM5
6912,68,Lung,242.6,"Tags Per Million","  2",FANTOM5
6913,68,Liver,256.2,"Tags Per Million","  1",FANTOM5
6914,68,Gallbladder,190.7,"Tags Per Million","  1",FANTOM5
6915,68,Pancreas,162.7,"Tags Per Million","  1",FANTOM5
6916,68,"Salivary gland",223.6,"Tags Per Million","  1",FANTOM5
6917,68,Esophagus,230.5,"Tags Per Million","  1",FANTOM5
6918,68,"Small intestine",299.6,"Tags Per Million","  1",FANTOM5
6919,68,Colon,215.3,"Tags Per Million","  1",FANTOM5
6920,68,Kidney,310.3,"Tags Per Million","  1",FANTOM5
6921,68,"Urinary bladder",207.5,"Tags Per Million","  1",FANTOM5
6922,68,Testis,226.9,"Tags Per Million","  2",FANTOM5
6923,68,Prostate,210.5,"Tags Per Million","  1",FANTOM5
6924,68,Epididymis,187.3,"Tags Per Million","  1",FANTOM5
6925,68,"Seminal vesicle",169.3,"Tags Per Million","  1",FANTOM5
6926,68,Breast,186.8,"Tags Per Million","  1",FANTOM5
6927,68,Vagina,218.4,"Tags Per Million","  1",FANTOM5
6928,68,"Cervix, uterine",224.4,"Tags Per Million","  1",FANTOM5
6929,68,Endometrium,277.1,"Tags Per Million","  1",FANTOM5
6930,68,Ovary,229.2,"Tags Per Million","  1",FANTOM5
6931,68,Placenta,308.7,"Tags Per Million","  1",FANTOM5
6932,68,"Adipose tissue",292.2,"Tags Per Million","  1",FANTOM5
6933,69,"Cerebral cortex",46.7,TPM,"  3",HPA
6934,69,"Thyroid gland",29.8,TPM,"  5",HPA
6935,69,"Parathyroid gland",37.8,TPM,"  1",HPA
6936,69,"Adrenal gland",19.8,TPM,"  3",HPA
6937,69,Appendix,16.1,TPM,"  3",HPA
6938,69,"Bone marrow",32.3,TPM,"  4",HPA
6939,69,"Lymph node",15.4,TPM,"  5",HPA
6940,69,Tonsil,11.9,TPM,"  5",HPA
6941,69,Spleen,19.7,TPM,"  5",HPA
6942,69,"Heart muscle",15.5,TPM,"  4",HPA
6943,69,"Skeletal muscle"," 8.1",TPM,"  5",HPA
6944,69,"Smooth muscle",22.3,TPM,"  3",HPA
6945,69,Lung,22.3,TPM,"  9",HPA
6946,69,Liver,11.0,TPM," 10",HPA
6947,69,Gallbladder,21.8,TPM,"  3",HPA
6948,69,Pancreas," 3.5",TPM,"  2",HPA
6949,69,"Salivary gland"," 6.7",TPM,"  3",HPA
6950,69,Esophagus,18.7,TPM,"  3",HPA
6951,69,Stomach,13.2,TPM,"  4",HPA
6952,69,Duodenum,12.9,TPM,"  2",HPA
6953,69,"Small intestine",15.8,TPM,"  4",HPA
6954,69,Colon,12.1,TPM," 13",HPA
6955,69,Rectum,12.5,TPM,"  4",HPA
6956,69,Kidney,18.3,TPM,"  9",HPA
6957,69,"Urinary bladder",17.6,TPM,"  2",HPA
6958,69,Testis,63.4,TPM," 10",HPA
6959,69,Prostate,25.3,TPM,"  9",HPA
6960,69,Epididymis,15.9,TPM,"  1",HPA
6961,69,"Seminal vesicle",17.1,TPM,"  3",HPA
6962,69,"Fallopian tube",19.9,TPM,"  5",HPA
6963,69,Breast,21.1,TPM,"  4",HPA
6964,69,"Cervix, uterine",23.4,TPM,"  2",HPA
6965,69,Endometrium,28.9,TPM,"  5",HPA
6966,69,Ovary,24.6,TPM,"  3",HPA
6967,69,Placenta,22.2,TPM,"  8",HPA
6968,69,"Adipose tissue",19.3,TPM,"  5",HPA
6969,69,Skin,17.9,TPM,"  3",HPA
6970,69,"Pituitary gland"," 6.1",RPKM,103,GTEx
6971,69,Hypothalamus," 8.8",RPKM," 96",GTEx
6972,69,"Cerebral cortex",21.1,RPKM,222,GTEx
6973,69,Hippocampus,14.8,RPKM," 94",GTEx
6974,69,Caudate," 9.2",RPKM,117,GTEx
6975,69,Cerebellum,12.3,RPKM,230,GTEx
6976,69,"Thyroid gland"," 8.0",RPKM,323,GTEx
6977,69,"Adrenal gland"," 7.1",RPKM,145,GTEx
6978,69,Spleen," 5.9",RPKM,104,GTEx
6979,69,"Heart muscle"," 6.4",RPKM,412,GTEx
6980,69,"Skeletal muscle",13.6,RPKM,430,GTEx
6981,69,Lung," 8.4",RPKM,320,GTEx
6982,69,Liver," 4.0",RPKM,119,GTEx
6983,69,Pancreas," 5.7",RPKM,171,GTEx
6984,69,"Salivary gland"," 8.0",RPKM," 57",GTEx
6985,69,Esophagus," 6.9",RPKM,286,GTEx
6986,69,Stomach," 6.7",RPKM,193,GTEx
6987,69,"Small intestine"," 6.8",RPKM," 88",GTEx
6988,69,Colon," 7.9",RPKM,345,GTEx
6989,69,Kidney," 4.3",RPKM," 32",GTEx
6990,69,"Urinary bladder",10.1,RPKM," 11",GTEx
6991,69,Testis,15.2,RPKM,172,GTEx
6992,69,Prostate," 7.5",RPKM,106,GTEx
6993,69,"Fallopian tube"," 8.4",RPKM,"  6",GTEx
6994,69,Breast," 9.2",RPKM,214,GTEx
6995,69,Vagina," 8.2",RPKM," 96",GTEx
6996,69,"Cervix, uterine"," 8.6",RPKM," 11",GTEx
6997,69,Endometrium,10.1,RPKM," 14",GTEx
6998,69,Ovary,10.1,RPKM," 97",GTEx
6999,69,"Adipose tissue"," 9.5",RPKM,577,GTEx
7000,69,Skin," 8.4",RPKM,607,GTEx
7001,69,Brain,66.4,"Tags Per Million","  1",FANTOM5
7002,69,"Pituitary gland",95.8,"Tags Per Million","  1",FANTOM5
7003,69,Hippocampus,76.5,"Tags Per Million","  2",FANTOM5
7004,69,Caudate,61.0,"Tags Per Million","  1",FANTOM5
7005,69,Cerebellum,85.8,"Tags Per Million","  2",FANTOM5
7006,69,Retina,31.7,"Tags Per Million","  1",FANTOM5
7007,69,"Thyroid gland",50.4,"Tags Per Million","  1",FANTOM5
7008,69,Appendix,37.6,"Tags Per Million","  1",FANTOM5
7009,69,"Lymph node",22.2,"Tags Per Million","  1",FANTOM5
7010,69,Tonsil,28.4,"Tags Per Million","  1",FANTOM5
7011,69,Spleen,35.4,"Tags Per Million","  1",FANTOM5
7012,69,Thymus,71.3,"Tags Per Million","  1",FANTOM5
7013,69,"Heart muscle",55.9,"Tags Per Million","  2",FANTOM5
7014,69,"Skeletal muscle",67.9,"Tags Per Million","  2",FANTOM5
7015,69,"Smooth muscle",36.4,"Tags Per Million","  1",FANTOM5
7016,69,Lung,44.7,"Tags Per Million","  2",FANTOM5
7017,69,Liver,36.3,"Tags Per Million","  1",FANTOM5
7018,69,Gallbladder,22.6,"Tags Per Million","  1",FANTOM5
7019,69,Pancreas,20.6,"Tags Per Million","  1",FANTOM5
7020,69,"Salivary gland",21.7,"Tags Per Million","  1",FANTOM5
7021,69,Esophagus,38.9,"Tags Per Million","  1",FANTOM5
7022,69,"Small intestine",52.6,"Tags Per Million","  1",FANTOM5
7023,69,Colon,47.7,"Tags Per Million","  1",FANTOM5
7024,69,Kidney,32.6,"Tags Per Million","  1",FANTOM5
7025,69,"Urinary bladder",47.4,"Tags Per Million","  1",FANTOM5
7026,69,Testis,76.9,"Tags Per Million","  2",FANTOM5
7027,69,Prostate,42.8,"Tags Per Million","  1",FANTOM5
7028,69,Epididymis,36.6,"Tags Per Million","  1",FANTOM5
7029,69,"Seminal vesicle",38.6,"Tags Per Million","  1",FANTOM5
7030,69,Breast,29.6,"Tags Per Million","  1",FANTOM5
7031,69,Vagina,38.7,"Tags Per Million","  1",FANTOM5
7032,69,"Cervix, uterine",47.4,"Tags Per Million","  1",FANTOM5
7033,69,Endometrium,34.1,"Tags Per Million","  1",FANTOM5
7034,69,Ovary,33.4,"Tags Per Million","  1",FANTOM5
7035,69,Placenta,38.1,"Tags Per Million","  1",FANTOM5
7036,69,"Adipose tissue",46.3,"Tags Per Million","  1",FANTOM5
7037,70,"Cerebral cortex"," 12.5",TPM,"  3",HPA
7038,70,"Thyroid gland"," 14.5",TPM,"  5",HPA
7039,70,"Parathyroid gland"," 12.7",TPM,"  1",HPA
7040,70,"Adrenal gland","  7.2",TPM,"  3",HPA
7041,70,Appendix," 11.8",TPM,"  3",HPA
7042,70,"Bone marrow"," 15.5",TPM,"  4",HPA
7043,70,"Lymph node"," 13.3",TPM,"  5",HPA
7044,70,Tonsil,"  8.5",TPM,"  5",HPA
7045,70,Spleen," 14.0",TPM,"  5",HPA
7046,70,"Heart muscle","  6.3",TPM,"  4",HPA
7047,70,"Skeletal muscle","  2.4",TPM,"  5",HPA
7048,70,"Smooth muscle"," 10.1",TPM,"  3",HPA
7049,70,Lung," 10.9",TPM,"  9",HPA
7050,70,Liver,"  3.9",TPM," 10",HPA
7051,70,Gallbladder,"  9.9",TPM,"  3",HPA
7052,70,Pancreas,"  1.2",TPM,"  2",HPA
7053,70,"Salivary gland","  2.5",TPM,"  3",HPA
7054,70,Esophagus,"  6.1",TPM,"  3",HPA
7055,70,Stomach,"  6.6",TPM,"  4",HPA
7056,70,Duodenum,"  5.4",TPM,"  2",HPA
7057,70,"Small intestine","  6.3",TPM,"  4",HPA
7058,70,Colon,"  5.8",TPM," 13",HPA
7059,70,Rectum,"  7.3",TPM,"  4",HPA
7060,70,Kidney,"  7.7",TPM,"  9",HPA
7061,70,"Urinary bladder","  7.3",TPM,"  2",HPA
7062,70,Testis," 17.2",TPM," 10",HPA
7063,70,Prostate," 10.8",TPM,"  9",HPA
7064,70,Epididymis,"  7.7",TPM,"  1",HPA
7065,70,"Seminal vesicle","  7.2",TPM,"  3",HPA
7066,70,"Fallopian tube","  8.6",TPM,"  5",HPA
7067,70,Breast," 11.7",TPM,"  4",HPA
7068,70,"Cervix, uterine"," 10.0",TPM,"  2",HPA
7069,70,Endometrium," 15.1",TPM,"  5",HPA
7070,70,Ovary," 12.3",TPM,"  3",HPA
7071,70,Placenta," 12.7",TPM,"  8",HPA
7072,70,"Adipose tissue","  5.9",TPM,"  5",HPA
7073,70,Skin,"  9.7",TPM,"  3",HPA
7074,70,"Pituitary gland","  4.4",RPKM,103,GTEx
7075,70,Hypothalamus,"  2.8",RPKM," 96",GTEx
7076,70,"Cerebral cortex","  2.9",RPKM,222,GTEx
7077,70,Hippocampus,"  3.5",RPKM," 94",GTEx
7078,70,Caudate,"  2.5",RPKM,117,GTEx
7079,70,Cerebellum,"  8.0",RPKM,230,GTEx
7080,70,"Thyroid gland","  6.1",RPKM,323,GTEx
7081,70,"Adrenal gland","  3.0",RPKM,145,GTEx
7082,70,Spleen,"  6.2",RPKM,104,GTEx
7083,70,"Heart muscle","  3.3",RPKM,412,GTEx
7084,70,"Skeletal muscle","  4.5",RPKM,430,GTEx
7085,70,Lung,"  8.1",RPKM,320,GTEx
7086,70,Liver,"  2.1",RPKM,119,GTEx
7087,70,Pancreas,"  2.9",RPKM,171,GTEx
7088,70,"Salivary gland","  4.7",RPKM," 57",GTEx
7089,70,Esophagus,"  3.5",RPKM,286,GTEx
7090,70,Stomach,"  4.4",RPKM,193,GTEx
7091,70,"Small intestine","  6.3",RPKM," 88",GTEx
7092,70,Colon,"  4.8",RPKM,345,GTEx
7093,70,Kidney,"  2.9",RPKM," 32",GTEx
7094,70,"Urinary bladder","  6.2",RPKM," 11",GTEx
7095,70,Testis,"  4.8",RPKM,172,GTEx
7096,70,Prostate,"  4.9",RPKM,106,GTEx
7097,70,"Fallopian tube","  5.8",RPKM,"  6",GTEx
7098,70,Breast,"  6.5",RPKM,214,GTEx
7099,70,Vagina,"  5.9",RPKM," 96",GTEx
7100,70,"Cervix, uterine","  6.1",RPKM," 11",GTEx
7101,70,Endometrium,"  7.4",RPKM," 14",GTEx
7102,70,Ovary,"  6.8",RPKM," 97",GTEx
7103,70,"Adipose tissue","  5.7",RPKM,577,GTEx
7104,70,Skin,"  6.0",RPKM,607,GTEx
7105,70,Brain," 56.1","Tags Per Million","  1",FANTOM5
7106,70,"Pituitary gland",142.8,"Tags Per Million","  1",FANTOM5
7107,70,Hippocampus," 58.7","Tags Per Million","  2",FANTOM5
7108,70,Caudate," 55.3","Tags Per Million","  1",FANTOM5
7109,70,Cerebellum,113.4,"Tags Per Million","  2",FANTOM5
7110,70,Retina," 47.3","Tags Per Million","  1",FANTOM5
7111,70,"Thyroid gland"," 43.5","Tags Per Million","  1",FANTOM5
7112,70,Appendix," 60.9","Tags Per Million","  1",FANTOM5
7113,70,"Lymph node"," 39.7","Tags Per Million","  1",FANTOM5
7114,70,Tonsil," 66.0","Tags Per Million","  1",FANTOM5
7115,70,Spleen," 47.1","Tags Per Million","  1",FANTOM5
7116,70,Thymus,118.4,"Tags Per Million","  1",FANTOM5
7117,70,"Heart muscle"," 21.8","Tags Per Million","  2",FANTOM5
7118,70,"Skeletal muscle"," 43.5","Tags Per Million","  2",FANTOM5
7119,70,"Smooth muscle"," 55.0","Tags Per Million","  1",FANTOM5
7120,70,Lung," 57.9","Tags Per Million","  2",FANTOM5
7121,70,Liver," 26.0","Tags Per Million","  1",FANTOM5
7122,70,Gallbladder," 33.8","Tags Per Million","  1",FANTOM5
7123,70,Pancreas," 20.6","Tags Per Million","  1",FANTOM5
7124,70,"Salivary gland"," 27.4","Tags Per Million","  1",FANTOM5
7125,70,Esophagus," 33.1","Tags Per Million","  1",FANTOM5
7126,70,"Small intestine"," 47.2","Tags Per Million","  1",FANTOM5
7127,70,Colon," 42.8","Tags Per Million","  1",FANTOM5
7128,70,Kidney," 36.6","Tags Per Million","  1",FANTOM5
7129,70,"Urinary bladder"," 56.7","Tags Per Million","  1",FANTOM5
7130,70,Testis," 57.4","Tags Per Million","  2",FANTOM5
7131,70,Prostate," 44.8","Tags Per Million","  1",FANTOM5
7132,70,Epididymis," 48.7","Tags Per Million","  1",FANTOM5
7133,70,"Seminal vesicle"," 37.0","Tags Per Million","  1",FANTOM5
7134,70,Breast," 22.7","Tags Per Million","  1",FANTOM5
7135,70,Vagina," 40.7","Tags Per Million","  1",FANTOM5
7136,70,"Cervix, uterine"," 65.0","Tags Per Million","  1",FANTOM5
7137,70,Endometrium," 56.1","Tags Per Million","  1",FANTOM5
7138,70,Ovary," 40.3","Tags Per Million","  1",FANTOM5
7139,70,Placenta," 70.6","Tags Per Million","  1",FANTOM5
7140,70,"Adipose tissue"," 50.7","Tags Per Million","  1",FANTOM5
7141,71,"Cerebral cortex"," 11.2",TPM,"  3",HPA
7142,71,"Thyroid gland","  6.1",TPM,"  5",HPA
7143,71,"Parathyroid gland","  8.1",TPM,"  1",HPA
7144,71,"Adrenal gland","  5.2",TPM,"  3",HPA
7145,71,Appendix,"  5.7",TPM,"  3",HPA
7146,71,"Bone marrow","  2.7",TPM,"  4",HPA
7147,71,"Lymph node","  4.1",TPM,"  5",HPA
7148,71,Tonsil,"  2.6",TPM,"  5",HPA
7149,71,Spleen,"  3.9",TPM,"  5",HPA
7150,71,"Heart muscle","  3.9",TPM,"  4",HPA
7151,71,"Skeletal muscle","  3.5",TPM,"  5",HPA
7152,71,"Smooth muscle","  7.3",TPM,"  3",HPA
7153,71,Lung,"  6.0",TPM,"  9",HPA
7154,71,Liver,"  1.2",TPM," 10",HPA
7155,71,Gallbladder,"  4.4",TPM,"  3",HPA
7156,71,Pancreas,"  0.7",TPM,"  2",HPA
7157,71,"Salivary gland","  1.7",TPM,"  3",HPA
7158,71,Esophagus,"  5.7",TPM,"  3",HPA
7159,71,Stomach,"  3.9",TPM,"  4",HPA
7160,71,Duodenum,"  4.5",TPM,"  2",HPA
7161,71,"Small intestine","  4.6",TPM,"  4",HPA
7162,71,Colon,"  3.4",TPM," 13",HPA
7163,71,Rectum,"  2.8",TPM,"  4",HPA
7164,71,Kidney,"  2.7",TPM,"  9",HPA
7165,71,"Urinary bladder","  6.0",TPM,"  2",HPA
7166,71,Testis,"  7.3",TPM," 10",HPA
7167,71,Prostate,"  6.9",TPM,"  9",HPA
7168,71,Epididymis,"  2.7",TPM,"  1",HPA
7169,71,"Seminal vesicle","  6.7",TPM,"  3",HPA
7170,71,"Fallopian tube","  7.3",TPM,"  5",HPA
7171,71,Breast,"  2.8",TPM,"  4",HPA
7172,71,"Cervix, uterine","  4.8",TPM,"  2",HPA
7173,71,Endometrium,"  7.3",TPM,"  5",HPA
7174,71,Ovary,"  5.5",TPM,"  3",HPA
7175,71,Placenta,"  5.1",TPM,"  8",HPA
7176,71,"Adipose tissue","  5.9",TPM,"  5",HPA
7177,71,Skin,"  4.9",TPM,"  3",HPA
7178,71,"Pituitary gland","  6.0",RPKM,103,GTEx
7179,71,Hypothalamus,"  3.6",RPKM," 96",GTEx
7180,71,"Cerebral cortex","  5.3",RPKM,222,GTEx
7181,71,Hippocampus,"  3.4",RPKM," 94",GTEx
7182,71,Caudate,"  3.1",RPKM,117,GTEx
7183,71,Cerebellum,"  5.0",RPKM,230,GTEx
7184,71,"Thyroid gland","  3.6",RPKM,323,GTEx
7185,71,"Adrenal gland","  4.5",RPKM,145,GTEx
7186,71,Spleen,"  4.1",RPKM,104,GTEx
7187,71,"Heart muscle","  2.8",RPKM,412,GTEx
7188,71,"Skeletal muscle","  6.6",RPKM,430,GTEx
7189,71,Lung,"  3.9",RPKM,320,GTEx
7190,71,Liver,"  2.0",RPKM,119,GTEx
7191,71,Pancreas,"  1.9",RPKM,171,GTEx
7192,71,"Salivary gland","  2.8",RPKM," 57",GTEx
7193,71,Esophagus,"  3.2",RPKM,286,GTEx
7194,71,Stomach,"  3.8",RPKM,193,GTEx
7195,71,"Small intestine","  3.8",RPKM," 88",GTEx
7196,71,Colon,"  5.5",RPKM,345,GTEx
